job_id,job_title,date,company_name,country,country_code,region,field,full_description,coordinates
LT8,Automatikos inžinierius (-ė) (apmokome),2025-11-25,"Akcinė bendrovė ""ŽEMAITIJOS PIENAS""",Lithuania,LT,Vilnius,Other / Undefined,"darbuotojas atsakingas už tinkamą gamybinio padalinio įrengimų automatinės dalies techninę būklę; saugų ir patikimą gamybinių linijų, įrengimų, kontrolės, matavimo prietaisų ir valdymo sistemos eksploatavimą, gedimų šalinimą, valdymo kontūrų optimizavimą ir derinimą, eksploatuojamų kontrolės ir matavimo prietaisų atitikimą normatyvinių dokumentų reikalavimams; gamybos įrenginių automatinės dalies profilaktinė ir kasdieninė priežiūra; naujų idėjų automatinio valdymo proceso optimizavimui ir tobulinimui teikimas ir įgyvendinimas.","(None, None)"
LT9,Struktūrinių komponentų dirbtuvių mechanikas (-ė),2025-12-12,"UAB ""Kaunas Aircraft Maintenance Services""",Lithuania,LT,Vilnius,Other / Undefined,"- Darbas struktūrinių orlaivių komponentų dirbtuvėse; - Metalo apdirbimo, lankstymo, pjaustymo, gręžimo, šlifavimo ir kniedijimo darbai; - Darbas su įvairia įranga, naudojant kniedijimo, metalo formavimo technologijas; - Darbas komandoje kartu su patyrusiais orlaivių remonto technikais; - Neturinčius patirties - apmokome.","(None, None)"
LT10,Kompozitinių komponentų dirbtuvių mechanikas (-ė),2025-12-12,"UAB ""Kaunas Aircraft Maintenance Services""",Lithuania,LT,Vilnius,Other / Undefined,"- Pagalba mechanikams, vadovaujantiems mechanikams ir supervizoriams atliekant kasdieninę orlaivių apžiūrą; - Lėktuvo komponentų, pagamintų iš stiklo pluoštų, anglies pluoštų ar aramidinių pluoštų, remontas ir apžiūra; - Tinkamiausių sprendimų paieška ir įgyvendinimas; - Įvairios kitos angaro pareigos. Darbo vieta - Karmėlavos sen. Kauno r.","(None, None)"
LT11,Orlaivių laiptų mechanikas(-ė) - mokinys (-ė),2025-12-12,"UAB ""Kaunas Aircraft Maintenance Services""",Lithuania,LT,Vilnius,Other / Undefined,"- Lėktuvo išskleidžiamųjų laiptų remontas, patikra, testavimas bei gedimų šalinimas. - Pagalba mechanikams, vadovaujantiems mechanikams ir supervizoriams atliekant kasdieninę orlaivių apžiūrą. - Tinkamiausių sprendimų paieška ir įgyvendinimas.","(None, None)"
LT12,Garantinio remonto meistras Jonavos g. 62,2025-12-02,"Uždaroji akcinė bendrovė ""Kesko Senukai Lithuania""",Lithuania,LT,Vilnius,Other / Undefined,"- garantinės įrangos ir įrankių apžiūra, patikra, gedimų, bei jų atsiradimo priežasčių nustatymas; - garantinės įrangos ir įrankių remontas (elektriniai įrankiai, vandens siurbliai, ir kt.); - remontui reikalingų detalių ir medžiagų poreikio pateikimas ir užsakymas. Darbo vieta - Centro sen.","(None, None)"
LT15,Liftų priežiūros technikas (-ė),2025-12-08,"Uždaroji akcinė bendrovė ""Paradis""",Lithuania,LT,Vilnius,Other / Undefined,"dinamiška darbo aplinka, atliekant užduotis skirtinguose objektuose: liftų ir keltuvų periodinė techninė priežiūra ir planinės patikros; liftų ir keltuvų remonto darbai, garantinio, aptarnavimo darbai; liftų ir keltuvų gedimų nustatymas ir jų šalinimas; liftų modernizavimo projektų įgyvendinimas. pasyvus budėjimas iš namų pagal slenkantį grafiką- vykimas į objektą kilus būtinybei.","(None, None)"
LT16,Pastatų ūkio aptarnavimo darbuotojas,2025-12-12,"Uždaroji akcinė bendrovė ""SANTJANA""",Lithuania,LT,Vilnius,Other / Undefined,"-Pastatų santechnikos aptarnavimas ir smulkaus remonto darbai; -Staliaus darbai (rankenų, spynų reguliavimas ar keitimas); -Nedideli vidaus apdailos darbai; -Nedideli bendrastatybiniai darbai. Ojektai Kauno regione","(None, None)"
LT17,Kranų priežiūros meistras (-ė),2025-12-15,UAB VAKARŲ TECHNINĖ TARNYBA,Lithuania,LT,Vilnius,Other / Undefined,"darbas su kranais, jų priežiūra ir remontas; techninės būklės vertinimas ir ataskaitų ruošimas; serviso paslaugų atlikimo planavimas; dalių ir eksploatacinių medžiagų užsakymas; klientų ar užsakovų poreikių informacijos surinkimas, duomenų pateikimas projektų sudarymui; sąmatų ir pasiūlymų ruošimas.","(None, None)"
LT18,Techninės priežiūros inžinierius (-ė),2025-12-15,"EKSMA Optics, UAB",Lithuania,LT,Vilnius,Other / Undefined,"Ieškome techninės priežiūros inžinieriaus (-ės), kuris (-i) rūpinsis įrangos patikimu veikimu ir padės užtikrinti sklandžią gamybos eigą. Atsakomybės: vakuuminės įrangos priežiūra ir remontas; ultragarsinio valymo ploviklių bei įvairios laboratorinės įrangos aptarnavimas; CNC staklių bei matavimo mašinų priežiūra, remonto darbai; 3D spausdintuvų bei kitos modernios įrangos priežiūra, kalibravimas ir remontas; gedimų diagnostika, techninių problemų sprendimas vietoje arba su gamintojų pagalba; elektronikos schemų skaitymas, komponentų diagnostika ir keitimas; techninės dokumentacijos pildymas, įrangos veikimo parametrų sekimas.","(None, None)"
LT19,Konstruktorius (-ė),2025-12-12,"UAB ""LANKMETA""",Lithuania,LT,Vilnius,Other / Undefined,"Projektuoti esamus ir naujus gaminius.Parengti projektinę metalo  gaminių dokumentaciją ir pateikti ją gamybai.Braižti ir skaityti brėžinius. Mokėti dirbti SOLIDWORKS, AUTOCAD","(None, None)"
LT20,Konstruktorius (-ė)  (metalo apdirbimas),2025-12-11,"Human Capital Center, MB",Lithuania,LT,Vilnius,Other / Undefined,"- Lentpjūvių, konvejerių ir kitų medienos apdirbimo įrenginių bei metalo konstrukcijų projektavimas; - Mechaninių komponentų parinkimas, efektyvių techninių sprendimų užtikrinimas; - Brėžinių ir techninės dokumentacijos ruošimas gamybai; - Dalyvavimas įvairių projektų rengime ir vystyme; - Glaudus bendradarbiavimas su pardavimų bei gamybos skyriais. Darbo vieta - Jonava.","(None, None)"
LT21,Technologas (-ė),2025-12-10,"Uždaroji akcinė bendrovė ""VMG Akmenės baldai""",Lithuania,LT,Vilnius,Other / Undefined,"Pagrindinės Jūsų atsakomybės bus: Sudaryti, kontroliuoti, tobulinti baldų gamybos technologinį procesą; Rengti gamybos technologines instrukcijas, normatyvinę - techninę dokumentaciją, darbo instrukcijas; Nustatyti, kontroliuoti ir analizuoti žaliavų, medžiagų, apdirbimo įrankių sąnaudų normas; Analizuoti kokybinius rodiklius, spręsti kokybines problemas; Skaičiuoti naujų gaminių savikainą, sudaryti technologinį maršrutą; Dalyvauti diegiant naujas technologijas; Kontroliuoti produkto/proceso kokybę; Analizuoti gamybos įrenginių apkrovimą, efektyvumą; Teikti pasiūlymus ir veiksmus efektyvumui didinti bei problemoms spręsti; Braižyti ir rengti gaminių konstrukcinius, gamybinius brėžinius.","(None, None)"
LT22,Pardavimų inžinierius (-ė) komercijos skyriuje,2025-12-04,"UAB ""ALTAS komercinis transportas""",Lithuania,LT,Vilnius,Other / Undefined,"Prie ALTAS AUTO komandos kviečiame prisijungti pardavimų inžinierių (-ę), kuris (-i) gebėtų bendrauti su klientais ir suprasti jų lūkesčius bei užtikrinti užsakymo įgyvendinimą laiku. Konsultuoti ir bendradarbiauti su pardavimų atstovais bei klientais. Užtikrinti gamybos proceso stebėseną, užsakymo įgyvendinimo laiku bei duomenų kokybės ir kliento lūkesčių valdymą (inžinerine perspektyva). Ieškoti tinkamų ir unikalių sprendimų pagal kliento poreikius ir gamybos galimybes – visuomet būti žingsniu priekyje ir pasiūlyti geriausią sprendimą klientui! Dalyvauti tarptautinėse parodose ir verslo susitikimuose atstovaujant įmonę (komandiruotės 1-2 k. per metus). Būsite atsakingas už užsakymų priėmimo ir vykdymo procesą: administruoti išankstines gamybos rezervacijas; priimti, įvertinti klientų užklausas bei specialiu konfigūratoriumi formuoti detalius/kompleksinius komercinius pasiūlymus; glaudžiai bendradarbiauti su inžinerijos ir gamybos padaliniais, siekiant išsiaiškinti ir įgyvendinti klientų poreikius; nustatytais terminais užsakymo valdymo komandai pateikti gamybos specifikacijas.","(None, None)"
LT23,TRANSPORTO VADYBININKAS (-Ė),2025-12-02,"Uždaroji akcinė bendrovė ""Apšvietimas""",Lithuania,LT,Vilnius,Other / Undefined,"Ieškome patyrusio ir atsakingo transporto vadybininko (-ės), kuris prisidėtų prie sklandaus įmonės transporto parko valdymo ir efektyvaus procesų koordinavimo. Jei puikiai išmanote transporto administravimą, gebate dirbti savarankiškai ir norite tapti svarbia komandos dalimi – laukiame Jūsų! Pagrindinės atsakomybės: • Transporto priemonių darbo laiko apskaita pagal GPS rodmenis • Transporto stebėjimas sistemoje ir operatyvi reakcija į pokyčius • Transporto kelionės lapų pildymas ir kuro sąnaudų kontrolė • Įrangos kuro sunaudojimo apskaita • Metrologinių patikrų organizavimas ir kontrolė • Bendravimas su tiekėjais dėl medžiagų, įrankių ir kitų reikalingų resursų užsakymų","(None, None)"
LT24,Technologas (-ė),2025-12-01,"Uždaroji akcinė bendrovė ""VMG Akmenės baldai""",Lithuania,LT,Vilnius,Other / Undefined,"sudaryti, kontroliuoti, tobulinti baldų gamybos technologinį procesą; rengti gamybos technologines instrukcijas, normatyvinę - techninę dokumentaciją, darbo instrukcijas; nustatyti, kontroliuoti ir analizuoti žaliavų, medžiagų, apdirbimo įrankių sąnaudų normas; analizuoti kokybinius rodiklius, spręsti kokybines problemas; skaičiuoti naujų gaminių savikainą, sudaryti technologinį maršrutą; dalyvauti diegiant naujas technologijas; kontroliuoti produkto/proceso kokybę; analizuoti gamybos įrenginių apkrovimą, efektyvumą; teikti pasiūlymus ir veiksmus efektyvumui didinti bei problemoms spręsti; braižyti ir rengti gaminių konstrukcinius, gamybinius brėžinius.","(None, None)"
LT27,Inžinerinių elektros tinklų montuotojas(a),2025-12-15,"Uždaroji akcinė bendrovė ""Elektromontuotojas""",Lithuania,LT,Vilnius,Other / Undefined,-Tranšėjų kabelių linijoms ruošimas; -Kabelinių linijų tiesimas; -Apšvietimo atramų montavimas; -Paruošiamieji darbai elektros linijų tiesimui; Nėra komandiruočių. Darbas Petrašiūnų sen.,"(None, None)"
LT28,Elektromontuotojas Švedijoje,2025-12-11,"UAB ""Esis LT""",Lithuania,LT,Vilnius,Other / Undefined,"Gyvenamųjų ir negyvenamųjų pastatų, komercinių patalpų vidaus ir išorės elektros instaliaciniai darbai iki 1000 V; Stebėjimo ir apsaugos sistemų montavimas ir remontas; Karkasinių namelių elektros vidaus instaliaciniai darbai ir remontas; Daugiabučių namų vidaus elektros instaliacija; Pramoninių pastatų elektros instaliacija ir remontas; Elektros kabelių, įrenginių montavimas ir instaliavimas; Saulės elektrinių montavimas.","(None, None)"
LT29,Elektromontuotojas,2025-12-09,"Uždaroji akcinė bendrovė ""Elmova""",Lithuania,LT,Vilnius,Other / Undefined,"Ieškome darbuotojų lauko elektros tinklų, elektros įrenginių montavimo darbams atlikti: 1. 0,4-10 kV kabelių linijų montavimas; 2. elektros spintų, transformatorinių, modulinių pastočių montavimas; 3. 0,4-10 kV kabelių movų montavimas; 4. transformatorinių pastočių iki 110 kV rekonstrukcija; 5. ESO ir LITGRID elektros tinklų montavimas.","(None, None)"
LT30,Elektrikas-automatikas,2025-12-03,"UAB ""Staklyno servisas""",Lithuania,LT,Vilnius,Other / Undefined,"Pramonės įrenginių montavimo, demontavimo darbai: *Įrangos techninės būklės įvertinimas, elektros brėžinių analizė. *Valdiklių programų išsaugojimas prieš atjungiant. *Maitinimo įtampos atjungimas, valdymo spintų, skydų, kabelių ir komponentų žymėjimas pagal standartus. *Kabelių atjungimo ir demontavimo metodikos parinkimas, įgyvendinimas. *Kabelinių kopėčių, laidų ir komponentų demontavimas, pakavimas, žymėjimas. *Skydų ir komponentų pakavimas, paruošimas transportavimui. *Įrangos atstatymas pagal brėžinius. *Kabelių trasų klojimas (jėgos, valdymo, signaliniai kabeliai) *Valdymo skydų jungimas, testavimas. *Programinės įrangos sugrąžinimas, sistemos paleidimas ir derinimas. Darbas objektuose Lietuvoje ir 2-3 savaičių komandiruotėse ES šalyse (Lenkija, Belgija, Jungtinė Karalystė, kt.)","(None, None)"
LT31,Automatikas inžinierius/-ė,2025-11-19,"Akcinė bendrovė ""ŽEMAITIJOS PIENAS""",Lithuania,LT,Vilnius,Other / Undefined,"Darbuotojas atsakingas už gamybinio padalinio įrenginių automatinės dalies techninę būklę, automatikos įrangos priežiūrą, atsiradusių gedimų šalinimą bei atsarginių dalių organizavimą.","(None, None)"
LT32,Įrangos eksploatacijos vadovas (-ė),2025-11-19,"Akcinė bendrovė ""ŽEMAITIJOS PIENAS""",Lithuania,LT,Vilnius,Other / Undefined,"Gamybinio padalinio darbų organizavimas ir projektų vystymas; Užtikrinti tinkamą gamybinio padalinio įrenginių techninę būklę, saugų ir patikimą gamybinių linijų, įrengimų, matavimo prietaisų ir valdymo sistemos eksploatavimą, gedimų šalinimą.","(None, None)"
LT33,Gamybos automatizavimo inžinierius (Vilkyškiuose),2025-11-11,"AB ""VILKYŠKIŲ PIENINĖ""",Lithuania,LT,Vilnius,Other / Undefined,"Esamų bei būsimų technologinių procesų automatizavimas ir valdymas. Operatyvus gedimų šalinimas, nepertraukiamos gamybos užtikrinimas. Automatikos įrenginių remonto darbų planavimas ir organizavimas.","(None, None)"
LT34,Gamybos automatizavimo inžinierius (Tauragėje),2025-11-10,"AB ""MODEST""",Lithuania,LT,Vilnius,Other / Undefined,"Esamų bei būsimų technologinių procesų automatizavimas ir valdymas. Operatyvus gedimų šalinimas, nepertraukiamos gamybos užtikrinimas. Automatikos įrenginių remonto darbų planavimas ir organizavimas.","(None, None)"
LT35,Automatikas (-ė),2025-10-29,"Akcinė bendrovė ""Kauno energija""",Lithuania,LT,Vilnius,Other / Undefined,"planiniai profilaktiniai automatikos įrangos priežiūros darbai pagal AllDevice grafiką; periodiniai technologinių apsaugų bandymai, dokumentacijos vedimas; manometrų, slėgio ir temperatūros jutiklių demontavimas ir sumontavimas; manometrų, slėgio ir temperatūros jutiklių metrologinės patikros užtikrinimas; reagavimas į iškvietimus dėl automatikos gedimų ir jų šalinimas; automatikos kabelių, kabelinių konstrukcijų ir kitos įrangos montavimas.","(None, None)"
LT36,Automatikos (elektrotechnikos) montuotojas(-a),2025-10-07,"UAB ""3SG""",Lithuania,LT,Vilnius,Other / Undefined,"• Komplektuojamos įrangos montavimas (elektrotechninis, automatikos montažas); • Automatikos įrenginių bei komponentų montavimas; • Pagalba mechanikams, montuojant pramoninę gamybinę įrangą (įrenginius) įmonės patalpose; • Pagalba mechanikams, montuojant ir paleidinėjant pramoninę gamybinę įrangą (įrenginius) klientų gamyklose.","(None, None)"
LT37,Automatikos specialistas,2025-12-08,"Uždaroji akcinė bendrovė ""MARIJAMPOLĖS PIENO KONSERVAI""",Lithuania,LT,Vilnius,Other / Undefined,"Prižiūrėti matavimo prietaisus ir automatikos įrenginius; operatyviai šalinti automatikos įrengimų ir matavimo prietaisų gedimus; analizuoti ir aiškintis gautas technines užduotis, teikti pasiūlymus modernizuojant darbo vietas, įrengimus; diegti ir įsisavinti naujas, modernias technologijas. *Kandidatuodami ir teikdami savo gyvenimo aprašymą ar motyvacinį laišką, jūs suteikiate UAB ""Marijampolės pieno konservai"" savo asmens duomenis. Jūsų gyvenimo aprašymas ir jame pateikti asmens duomenys bus tvarkomi vadovaujantis UAB ""Marijampolės pieno konservai"" darbuotojų asmens duomenų saugojimo politika.","(None, None)"
LT38,Pagalbinis statybų darbininkas,2025-11-04,"Uždaroji akcinė bendrovė ""LOREVITAS""",Lithuania,LT,Vilnius,Other / Undefined,"Pagalbiniai darbai statybvietėje, krovimo, nešimo, valymo darbai, darbas prie plataus profilio montuotojo. Laukiami norintys dirbti ir užsidirbti, griežtai be žalingų įpročių asmenys.","(None, None)"
LT39,Prieskonių maišytojas (-a),2025-09-18,"UAB ""SPAISVILĖ""",Lithuania,LT,Vilnius,Other / Undefined,"Į savo komandą kviečiame prisijungti prieskonių maišytoją, darbui su prieskonių maišymo įranga. Pagrindinės atsakomybės: Prieskonių maišymas pagal nustatytas receptūras; Produkto fasavimas ir pakavimas; Švaros ir tvarkos palaikymas darbo vietoje.","(None, None)"
LT40,Gamybos darbuotojas (-a),2025-12-03,UAB Atlas Premium Lietuva,Lithuania,LT,Vilnius,Other / Undefined,"darbas dinamiškas, nemonotoniškas, susidedantis iš keleto užduočių: darbas prie žuvies filetavimo linijų; pagamintos produkcijos pakavimas; kokybės kontrolė; švaros darbo vietoje užtikrinimas; žaliavų paruošimas ir jų apdorojimas.","(None, None)"
LT41,Gamybos darbuotojai (-os),2025-11-25,"UAB ""Biuro""",Lithuania,LT,Vilnius,Other / Undefined,Reikalingų žaliavų paruošimas pagal receptūrą; gaminių formavimas pagal nustatytus parametrus; produkcijos pakavimas ir dėžių lankstymas; gaminių dėliojimas į dėžes; tešlos paruošimas gamybos linijoms.,"(None, None)"
LT42,Gamybos darbuotojas (a),2025-12-11,AQ Wiring Systems UAB,Lithuania,LT,Vilnius,Other / Undefined,"Automobilinių pynių surinkimas pagal technologinę dokumentaciją prie surinkimo linijos. Gaminio kokybės užtikrinimas. Panašaus darbo patirtis būtų privalumas, neturint patirties - apmokiname","(None, None)"
